1;ANGAITZA;8;Dólmen corto cerrado;Concejo de Beorburu. Ayuntamiento del Valle de Juslapeña;Cerca del alto de Angaitza;"A 15 minutos desde Beorburu, en dirección Norte
Hoja cartográfica Nº 115-12";Ulzama#0001_TEX_25.pdf#;4753750;603400;860;0.00544260978502137,-7.44615386328269;sábado, 15 de abril de 1905;P. Urra;"Túmulo circular poco determinable. Cámara de recinto rectangular, más bien trapecial por tender las paredes a cerrarse a la entrada. Cubierta desplazada al realizar la cata de reconocimiento, por lo que se encuentra fragmentada.
Documentado por tres diapositivas, en las que debido a la maleza tapa la conformación del monumento.

?  W.E.  10 m ?
      N. S.  11m 
      Altura aprox. 1m
      Tierra y piedra
                   Viane tiene medidas las losas
Hoy se ven
Losa de cabecera orientada a 15?
Losa N (W.E.) orientada a 120?
Losa S (W.E.) orientada a 77?
6 piedras ( A6 x 40)            al E.
1 piedrra (1 x 70) 
1 piedra  (1,3 x 1,7)         E. enterradas
1 piedra  ?                         E. enterradas
1 piedra 1 x 1 a SE  (cierre cámara ?)";En 1932, se realizó una cata de reconocimiento, por P. Urra;"P. Urra se lo comunicón a J.M. de Barandiarán y la cata de reconocimiento dio restos humanos cuyo paradero es desconocido.
Este dómen tiene posibilidades de ser reconstruido, colocándole la tapa . Hay que levantar un croquis y medir las locas.

Topónimo ARANGAITZ  en mapa 1/25.000     115-1

Bibliografía: J.M. de Barandiarán. Catálogo des stations. 1946
J.M. de Barandiarán . Hombre prehistórico. 1953";;Bloc 12. Atez Ulzama;Croquis;0001_DIB_1.pdf;Fotos;0001_FOT_2.pdf;;;;;;;;;;;;
378;URRIZTI O IZURRIZTI;5;Crómlech;;;;;;;;;;;;;;;Lesaca - Aranaz - Vera;Croquis;0378_DIB_408.pdf;Texto;0378_TEX_410.pdf;Mapa;0378_TEX_410.pdf;Localización;0378_MAP_422.pdf;;;;;;;;
379;ERREKALEKU (estación);5;Cromlech;Arano / Goizueta;En el collado de su nombre;"Arano - Goizueta - 1
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;588500;4780650;656;43.173433753942,-1.91115852624277;lunes, 6 de julio de 2426;Jose Miguel Barandiaran;"La estación está formada por 18 crómlech, de los que 12 se distinguen con alguna claridad, como indica el hito señalizador. Según el croquis de situación, estas son las medidas:
Crómlech nº 1: Es la pieza circular más grande y mejor consevada del sector. Consta de 30 testigos de piedra y tiene un diámetro de 9m.
Crómlech nº 2: Constituido por 12 testigos de piedra, bastante distantes entre sí, aun cuando por su posición no debió contar en sus orígenes por muchos más. Diámetro EW: 9,3 m. y NS: 8,8 m.
Crómlech nº 3:  Consta de 23 testigos formando una figura ovalada. El diámetro EW: 6,7 m. y NS: 3,7 m.
Crómlech nº 4: Pequeño óvalo con 6 testigos, incrustado entre los crómlech vecinos, de los que aprovecha algunas piedras. Diámetro EW: 3,4 m. y NS: 3,7 m.
Crómlech nº 5: Ligéramente ovalado con 18 testigos. Diámetro EW: 5,85 m. y NS: 3,7 m.
Crómlech nº 6: Bien  conservado. Forma un círculo con 33 testigos de piedra. En el centro del arco meridional tiene una abertura a modo de puerta de 2,5 m. señalada por dos hitos. Diámetro EW: 7,7 m. y NS: 7,6 m.
Crómlech nº 7: Es el más pequeño de todo el conjunto. Tiene 9 testigos, 2 son piedras muy reducidas. Diámetro EW: 2,5 m. y NS: 4,7 m.
Crómlech nº 8: Ovalado con 15 testigos. Diámetro EW: 5,6 m. y NS: 4,7 m.
Crómlech nº 9: Formado por 24 testigos. Diámetro EW: 7 m. y NS: 7,3 m.
Crómlech nº 10: A 1,5 m. del anterior, formado por 24 testigos y de menores dimensiones. Diámetro EW: 6,9 m. y NS: 7 m.
Crómlech nº 11: Ligéramente ovalado con 12 testigos. Diámetro EW: 6,6 m. y NS: 6 m.
Los demás crómlech de la estación tienen menos definición y no los reseño. El material es piedra arenisca veteada de mármol.";No se conoce;"El collado donde está situada la estación es conocido en Arano o Goizueta como Errekalko o Errekaleku.

Bibliografía: L.Peña Basurto. Munibe 1960. Cuadernos 2 y 3.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0379_DIB_423.pdf;Foto;0379_FOT_424.pdf;;;;;;;;;;
380;BURNIN BURU;5;Cromlech;Arano;Ladera NE de Arriurdiñeta;"Arano - Goizueta - 1
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;589820;4782055;605;43.1859274531296,-1.89469294117846;lunes, 6 de julio de 2426;Jose Miguel Barandiaran;"Figura nº 1 y nº 2: Entre los dos forman un conjunto de dos cámaras, una pequeña al interior adosada al vértice del arco occidental y otra de mayores proporciones, al exterior y contigua al vértice de su arco septentrional. Las medidas del nº 1 son 4 m. de largo y 2,3 m. de ancho. Las del nº 2 son: eje EW de 9,7 m. y el eje SN de 8,9 m.
En total entre los dos crómlech tienen 37 testigos, de los cuales 23 forman el círculo mayor y los restantes dan forma a sus dos cámaras. Las alturas de los hitos varían entre los 60 y 80 cm. los más altos.
La naturaleza del material empleado es de areniscas marmóreas del paleozoico.
Figura nº 3: Se sitúa a occidente y muy próximo a los anteriores. Son 30 testigos relativamente poco prominentes, que dan forma a un óvalo de 9 m. en el eje EW y 7,6 m. en el NS.
Según Millan se distinguen 5 crómlech.";Blas Taracena Aguirre en 1949. No se conocen datos de la misma.;"Luis Peña Basurto , de quien son estos datos, los da a conocer como Arriurdiñeta.
J.M.Barandiaran los denomió Kulpitzarre.
Luis Millan San Emeterio lo marca como Oraune el 21-06-1986.
Se observa que estos cambios de nombres son muy frecuentes en la zona. Los topónimos que hemos utilizado corresponden al estudio de topónimos de Fernando Etxeberria de Goizueta.
Los datos de localización del sector de Arriurdiñeta-Norte, Central y Occidental, según Luis Peña Basurto son: Longitud, entre 1º 47´ y 1º 47´ 40´´, latitud entre 43º 10´ 30´´ y 43º 11´.

Bibliografía: Reconstrucción de los crómleh existentes en Guipúzcoa y sus zonas franterizas con Navarra. Munibe 1960. Cuadernos 2 y 3. Luis Peña Basurto.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0380_DIB_425.pdf;;;;;;;;;;;;
381;BURNIN BURU TXABALA o Zabala;5;Cromlech;Arano;Ladera NE de Arriurdiñeta, a unos 200 m. de Burnin buru;"Arano - Goizueta - 1
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;589720;4781900;620;43.1845438501147,-1.89594844894158;lunes, 6 de julio de 2426;Jose Miguel Barandiaran;"Las descripciones, las de los croquis.
Figura nº 4: A mayor altura que los anteriores. Situado al borde de una profunda zanja, cuyos constructores lo respetaron. Formado por 13 piedras de pequeñas dimensiones de naturaleza marmórea. Eje EW 3,3 m. y eje SN 4 m.
En las cercanías otro crómlech muy averiado, se le pueden contar 15 testigos pequeños: eje EW 5,8 m. y eje SN 6,5 m. Figura nº 5.";;"Como se señala en el anterior de Burnin Buru, los topónimos son varios los aplicados. A éste Luis Millan lo denominó Iturriketa. Todo ello se ha prestado a muchas confusiones, que hoy siguen persisten, porque todavía no se ha dicho cuántos testigos tiene cada denominación. Por ello le damos en los croquis un orden de como van situados. 
La placa colocada en el hito señalizador también presenta errores, por ejemplo: señala burmin en vez de Burnin, en donde aparecen grabados también dos círculos como si ambos fueran dobles, cuando solamente uno es tangente. También al de Bunin Buruko Txabala se la da una altitud de 615 m. cuando su situación en la hoja corresponde a 620 m.
Todo ello requiere hacer un repaso para dejarlo claro.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0381_DIB_426.pdf;Fotos;0381_FOT_427.pdf;;;;;;;;;;
382;KALBARIO GURUTZ - ARGARATA;5;Cromlech;Arano;Ladera NE de Arriurdiñeta;"Arano - Goizueta - 1
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;589550;4781550;675;43.1814129199968,-1.89809668836917;lunes, 6 de julio de 2426;Jose Miguel Barandiaran;"Emplazados en el nivel más alto, a no mucha distancia de la cumbre de Arriurdneta.
Crómlech Ipara: (fig. nº 6) 53 testigos grandes, algunas piedras llegan a medir 1,2 m. de altura por 0,7 m. de anchura, Las más destacadas de entre ellas yacen al exterior derribadas por los elementos. El eje EW mide 10,4 m. y el SN mide 10,4 m.
Crómlech Hego: (fig. nº 7) Próximo al anterior y formado por 25 testigos no muy destacados. En su arco occidental aparece un monolito de 1,5 m. por 0,75 m. tendido hacia el exterior.";Realizada por B.Taracena. Se desconoce la memoria de ella;"La zona donde están ubicados se conoce con varios nombres. L.P.Basurto antes de la reseña la denomina Arriurdineta Occidental. Luis Millan los llama Argarata N. y S.  L.F.Etxebarria los aplica en su estudio el topónimo de esta ficha.
Se sitúan en el linde con Goizueta.
La placa del hito colocado indica erróneamente 655 m.

Bibliografía: Munibe 1960. Cuadernos 2 y 3.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0382_DIB_428.pdf;;;;;;;;;;;;
383;EZKITURRITAKO GAINA;5;Cromlech;Arano;Ladera NE de Arriurdiñeta;"Arano - Goizueta - 1
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;589630;4781750;645;43.1832040619429,-1.89708005907081;lunes, 6 de julio de 2426;Jose Miguel Barandiaran;"L.Peña Basurto denomina a este sector Arriurdiñeta Central y Occidental. Luis Millan le da el topónio de Urkamendi y al igual que los de la zona aplicamos el topónimo, basado en el estudio realizado por Fernando Etxeberria de Goizueta y presntado a Euskaltzaindia.
En el sector aparecen 6 crómlech y L.Peña solo nombra uno, no hay datos de los demás, por lo que toda la zona está para ser reconsiderada.
(A lápiz) La figura 6 indica solamente 3 piedras y un eje de EW de 12,2 m. y de SN de 10,2 m. Hay otros 5 crómlech más.";Al igual que los de la zona, parece ser realizada por B.Taracena sin que se conozca la memoria de las excavaciones.;;;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0383_DIB_429.pdf;;;;;;;;;;;;
384;LAKENDIKO GAINA;5;Cromlech;Arano;Al E. del collado Errekaleku;"Arano - Goizueta - 1
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;588950;4780850;690;43.1751815683619,-1.90559087416334;lunes, 6 de julio de 2426;Jose Miguel Barandiaran;Es el más oriental del sector. 16 testigos forman el círculo. Al NNE de su arco septentrional uno de sus elementos está constituido por un gran bloque de arenisca marmórea, que mide 1,1 m. por 0,85 m. por 0,45 m.  El eje EW mide 8,6 m. y el SN tiene 8,8 m.;No se conoce;"Luis Millan lo cataloga como Errekalko Gaina y Luis Peña Basurto lo incluye en Errekalko. Al igual que los de la zona, aplicamos el topónimo que encabeza la ficha por ser el dado en el estudio de L.F. Etxeberria.
La placa indica Lekendiko porque la primera nota de Etxeberria así lo indicaba. ¿Error?

Bibliogrrafía: Minibe 1960. Cuaernos 2 y 3.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0384_DIB_430.pdf;Foto;0384_FOT_431.pdf;;;;;;;;;;
385;IRAURTZA;5;Cromlech;Goizueta;En una estribación al SE de Zalkuba;"Goizueta - III
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;591600;4782465;415;43.1894050066653,-1.87272479741598;;;Se trata de dos crómlech. No se han tomado datos de los testigos.;No se conoce;En la placa del hito señalizador, colocada por Gorosti en colaboración con la sociedad Umore Ona de Goizueta, se indica la altitud errónea de 435 msm.;;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0385_DIB_432.pdf;;;;;;;;;;;;
386;LEPAKO ESTUA (estación);5;Cromlech;Goizueta;En el cresterío que une Zalbuka con Bigurutzeta;"Goizueta - III
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;590800;4782310;519;43.1881061039836,-1.88259361136865;;;Conjunto de 5 crómlech. No se conoce diámetro ni número de testigos.;No se conoce;;;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0386_DIB_433.pdf;;;;;;;;;;;;
387;URGARATAKO GAINA;5;Cromlech;Goizueta;En el alto del cerro que hay sobre el collado Urgarata;"Arano - Goizueta - 1
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;590315;4781515;596;43.1810067710275,-1.88869088801101;viernes, 11 de abril de 1952;Luis Peña Basurto;37 testigos de piedra de color gris claro bastante grandes. Forman un óvalo con eje EW de 6 m. y NS de 7,3 m. Los testigos más voluminosos son los de la parte septentrional del arco oriental. Tras su vértice N sobresalen al exterior los restos de una cámara que mide 1,4 m. de largo por 0,7 m. de ancho.;No se conoce;"La exitencia de este crómlech fue cominicada a Luis Peña Basurto por Jesus Elosegui Irazusta en 1951 y fue registrado como Añoeneko Gaina, con nombre corregido por Fernando Etxeberria.

Bibliografía: Munibe 1960. Cuadernos 2 y 3.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0387_DIB_434.pdf;Fotos;0387_FOT_435.pdf;;;;;;;;;;
388;URGARA;5;Cromlech;Goizueta;En el collado Urgarata;"Arano - Goizueta - 1
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;590005;4781380;583;43.1798283347715,-1.89252665065269;viernes, 11 de abril de 1952;Luis Peña Basurto;"Estación con 8 crómlech, de los cuales se describen 7.
Crómlech nº 1:  21 testigos. Diámetro 7,2 m. Los testigos del arco oriental son grendes bloques semicúbicos de areniscas paleozoicas grises veteadas de cuarcita blanca, los del arco occidental son pequeños y del mismo material. Destacan las piedras que señalan N, E y W. La que indica N tiene su parte alta cubierta de una masa brillante de mineral fundido que en parte chorretea por los costados.
Crómlech nº 2:  35 testigos de tamaño regular. Tiene forma ovalada. En el arco occidental pàrece conservar los restos de una pequeña cámara. Al N., la piedra aue lo señala queda un tanto rebajada entre sus vecinas, lo que parece inidcar un simulacro de puerta de 0,85 m. de anchura. El eje EW de 7 m. y  el NS de 7,6 m.
Crómlech nº 3:  36 testigos de piedras más bien pequeñas y de poca alzada. Inclinado en la ladera y próximo al comino, presenta la particularidad de tener abierta al saliente una ancha entrada de 3,7 m. formada por dos grandes losas sobresalientes que miden una 1,1 m. por 0,45 m. por 0,25 m. y otra 1,1 m. por 0,45 m. por 0,8 m. El eje EW es de 10,8 m. y el eje NS es de 11,1 m.
Crómlech nº 4:  A la izquierda de la encrucijada de caminos y en la parte llana del collado aparecen dos círculos de piedras tangentes. El mayor consta de 32 testigos de piedras en general bajas. Diámetro EW: 7,8 m. , NS: 8 m. El aspecto de las piedras es blanqui-marmóreo.
Crómlech nº 5: El pequeño, al S., cuenta con 14 testigos de poca alzada. Su coloración, en curiosa contraposición al nº 4, es negruzca con vetas de cuarcita. Sus diámetros son exactamente la mitad de los del anterior, lo que no deja de ser curioso.
Crómlech nº 6: En la ladera del pequeño cerro que corona el collado. Círculo ligeramente elíptico con 42 testigos apretados y de forma cúbica bastante regular. Fuera del círculo, tras las tres grandes piedras que indican el N., puede verse lo que queda de una cámara ancha de 2,7 m. El diámetro EW es de 9,6 m. y el NS es 10 m.
Crómlech nº 7: Es el más oriental del sector (está en Urgaratako Gaina).  26 testigos de piedras pequeñas y negruzcas de naturaleza marmórea. El diámetro EW es de 5,5 m. y el NS es de 5,4 m. La piedra que señala el S es la más destacada.
De los demás crómlech no hay medidas.";No se conoce;"La exitencia de este crómlech fue cominicada a Luis Peña Basurto por Jesus Elosegui Irazusta en 1951. Fue registrado como Añonako Lepoa, topónimo que fue corregido por Fernando Etxeberria en un trabajo publicado en Forum.

Bibliografía: Munibe 1960. Cuadernos 2 y 3.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0388_DIB_436.pdf;Croquis 2;0388_DIB_456.pdf;;;;;;;;;;
389;AINOENE;7;Dolmen corto abierto;Goizueta;En la majada de su nombre, camino de Goizueta a Errekalku;"Arano - Goizueta - 1
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;589900;4781360;570;43.1796607700924,-1.89382164596042;viernes, 15 de abril de 1949;Luis Peña Basurto;Túmulo de 10 m. de diámetro y de 1,3 m. de alto. Cámara de 3 losas que conforman un recinto rectangular, ligeramente cerrado a la entrada. Cubierta un poco desplazada hacia el E. Orientación a 85º. Material: areniscas grises casi blancas a causa de la abundancia de vetas marmóreas que contienen.;No se conoce;"Fue registrado con el nombre de Añoenea Soroa y corregido por el trabajo de Luis Fernando Etxeberria publicado en Forum en 1989.
En cuanto a la altitud, fue registrado a 550 m. Luis Millan corrige a 560 m. Javier Etxeberria los sitúa a 580 m. Según la Hoja Cartográfica, nosotros lo hemos situado a 570 m.
Catalogado en Munibe con el nº 45-5
Bibliografía: Munibe 1973";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Foto;0389_FOT_437.pdf;Texto;0389_TEX_456.pdf;;;;;;;;;;
390;UNAMENE HEGO;5;Crómlech;Arano;Estribaciones de Leuneta, al W de Errekalku;"Arano - Goizueta - II
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;587720;4781200;760;43.1784764400563,-1.92066620177086;lunes, 6 de julio de 2426;J.M.Barandiaran;Formado por 23 testigos de piedras pequeñas. El eje EW es de 8,4 m. y el SN de 8,5 m.;No se conoce;"Luis Peña Basurto lo denominó Unamene Meridional y se encuentra cerca del collado de Etzela (Otxola).
Entre este crómlech y de Ipar, existen dos pequeñas prominencias cercanas entre sí. En ellas pueden verse algunas piedras que indican vestigios megalíticos, pero de difícil clasificación. Uno de ellos tiene 6 m. de diámetro por 0,5 m. de alto, el otro tiene 6,4 m. de diámetro por 0,6 m. de altura.
También se aprecian restos de un segundo crómlech de 5 m. de diámetro y 8 testigos de escasa alzada, que lo dieron a conocer Luis Del Barrio y Txomin Ugalde en 1981.

Bibliografía: Munibe 1960. Cuadernos 2 y 3.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0390_DIB_438.pdf;;;;;;;;;;;;
391;UNAMENE IPAR;5;Crómlech;Arano;A 150 m. de Unamene Hego;"Arano - Goizueta - II
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;587720;4781350;755;43.179826921087,-1.92064241134165;sábado, 29 de abril de 1905;Luis Peña Basurto;35 testigos de irregulares dimensiones forman un círculo envolviendo una forma tumular. Las losas mayores delimitan el arco eridional. Tiene la característica de que entre los testigos se diferencican claramente cuatro, uno en cada punto cardinal. El testigo que señala el S es el más prominente con 1,4 m de altura y la máxima altura de la formación tumular. En el centro aforan rocas paleozoicas y piedras sueltas. El diámetro es de 11,3 m.;No se conoce;"Jose Miguel Barandiaran visitó la zona en 1923 y solo dio a conocer un crómlech , sin que se sepa a cuál se refería. Por este motivo, anotamos la localización de éste a Luis Peña Basurto que es quien aclara la zona y denomina a este crómlech con Unamene Central.

Bibliografía: Munibe 1960. Cuadernos 2 y 3.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0391_DIB_439.pdf;;;;;;;;;;;;
392;SAN MIGUEL SORO;5;Crómlech;Arano;A unos 200 m. de la aguda colina, en dirección N.;"Arano - Goizueta - II
Hoja cartográfica 64-16";Arano - Goizueta#0379_TEX_420.pdf#;587670;4781500;700;43.1811832040655,-1.92123375481857;sábado, 29 de abril de 1905;Luis Peña Basurto;"Posiblemenete sea este el ejemplar más monumental y mejor conservado de la zona. El túmulo está bordeado de 41 testigos de piedras grises, casi blanquecinas por la buendacia de anchas vetas marmóreas. El consjunto se eleva más de 1 m. sobre el nivel del terreno.
También puede apreciarse claramente la premediatada orientación, colando como piedras maestras de la construcción de hitos que habían de señalar para siempre sus conocimientos acerca de la existencia del punto de la tierra o el firmamento que denominamos norte.
El diámetor del círculo es de 10,8 m. Los testigos alcanzan sus mayores dimensiones en el arco meridional. La forma tumular sobrepasa un poco la máxima altura de los testigos. Posee una pequeña cámara adyacente, al exterior, en el vértice de su arco septentrional. La cámara mide 0,9 m. por 2,3 m. con la abertura la N.";No se conoce;"Forma parte de la estación de Unamene, zona que Jose Miguel Barandiaran visitó la zona en 1923 y solo dio a conocer un crómlech. Posteriormente las noticias provienen de Luis Peña Basurto y Txomin Ugalde y de Luis del Barrio en los años 1946 y 1989 respectivamente.

Bibliografía: Munibe 1960. Cuadernos 2 y 3.";;Arano - Goizueta;Hoja cartográfica 64-16;0379_MAP_421.pdf;Croquis;0392_DIB_440.pdf;Foto;0392_FOT_441.pdf;;;;;;;;;;
393;DESKARGAKO ARRIETA;5;Crómlech;Goizueta;Entre el collado y la cota Deskarga;"Goizueta
Hoja cartográfica 90-1";;594770;4779210;670;43.1597094140161,-1.83427858947076;sábado, 3 de octubre de 2443;J.Argomaniz;Crómlech de diámetro 3,4 m. Compuesto por 5 testigos con forma de bloque, entre los que destaca uno con una altura de 0,55 m. El resto a nivel del terreno. La zona central contiene tres bloques. Materiales: pizarras y cuarcitas del terreno.;No se conoce;Bibliografía: Munibe 1989, nº 41.;;Arano - Goizueta;;;Croquis;0393_DIB_442.pdf;;;;;;;;;;;;
394;GAZTARROZKO BIZKARRA;5;Crómlech;Goizueta;En el collado de su nombre;"Goizueta
Hoja cartográfica 65-9";;593970;4785150;512;43.2132868150965,-1.84310744574105;miércoles, 24 de junio de 2443;Y.Tellabide;"Se trata de un conjunto de 2 crómlech tumulares:
Crómlech nº 1: El eje NS es de 4,2 m. y el eje EW es de 4,3 m. Revuelto y deformado. Peristalito y forma interior formados por numerosos bloque de pequeño tamaño, parte de ellos hincados en el terreno, con tierra y pequeñas piedras entre ellos. Materiales: pizarras y cuarcitas del terreno. En el extremo de arco SE crece un gran ejemplar de haya.
Crómlech nº 2: El eje NS es de 4,7 m. y el EW, de 4,5 m. Revuelto y deformado. Peristalito y forma interior formados por numerosos bloque de mediano tamaño, parte de ellos hincados en el terreno, con pequeñas piedras y tierra entre ellos. Materiales: pizarras y cuarcitas del terreno.";No se conoce;Bibliografía: Luis Del Barrio. Munibe 1989.;;Arano - Goizueta;Hoja cartográfica 65-9;0358_MAP_417.pdf;Croquis;0394_DIB_460.pdf;;;;;;;;;;;;
395;BIAMENDI LEPOA;5;Crómlech;Labaien;430 m. al N del domen Biamendi Bizkarra;"Goizueta
Hoja cartográfica 65-9";;599415;4778615;953;43.1537564193407,-1.77726189568592;domingo, 20 de octubre de 1985;L.Millan;"Crómlech. El eje NS es de 2,9 m. y el eje EW es de 2,5 m. Formado por numerosos bloques pequeños y lajas de pizarra, de las que destacan 11 hincadas en el terreno. Las alturas oscilan entre 0,18 m. y 0,1 m., el resto a ras del suelo o caídos.
Arco septentrional deformado tras haber crecido un haya en el centro del mismo. En el interior del sector suroccidental se ubican dos bloques de cuarcita. Materiales: pizarras del terreno.
4 m. al SE se localizan 3 bloques hincados en el terreno que pueden constituir los restos de otra estructura, una vez elimanada la densa hojarasca que cubre el lugar.";No se conoce;Bibliografía: Munibe 1989. nº 41.;;Arano - Goizueta;Croquis;0395_DIB_443.pdf;;;;;;;;;;;;;;
396;BIAMENDI BIZKARRA;1;Dolmen;Labaien;1 km al S de Loizate;"Goizueta
Hoja cartográfica 90-1";;599475;4778205;970;43.1500573858213,-1.77659773756749;domingo, 20 de octubre de 1985;L.Millan;"Túmulo de 6 m. de ? y 0,2 m. de alto. Formado por lajas y bloques de grauwacas y lajas de pizarra, está revuelto. Cráter central de 2,2 m. de ? NS y 2 m. EW y 0,15 m de profundidad. 
En el arco meridional se localizan 2 losas: 
- una hincada de 1,2 m. de largo, entre 0,35 m. y 0,15 m. de ancho y 0,35 m. de alto. y orientada a 160º en materiales de grauwaca
- otra tendida junto a ésta, de 0,77 m. por 0,4 m. y por 0,07 m. de grueso, en material de pizarra.
Contorneando el túmulo, se identifican algunos bloques hincados a modo de ortostratos, que definen la estructura circular del mismo.";No se conoce;Bibliografía: Munibe 1989. nº 41.;;Arano - Goizueta;Croquis;0396_DIB_444.pdf;;;;;;;;;;;;;;
397;LOIZATE SOROA;5;Crómlech;Beinza - Labaien;450 m. al SW  de la cota de Loizate;"Goizueta
Hoja cartográfica 90-1";;598710;4778950;980;43.1568646915602,-1.78587129596683;sábado, 16 de junio de 1984;L.Del Barrio y Tx. Ugalde;Crómlech deformado. Diámetro estimativo NS - EW de 3,5 m., 5 testigos con forma de bloque y lajas, destacando 3 con alturas entre 0,12 y 0,1 m. Materiales: (4) pizarras del terreno y (1) arenisca triásica de la inmediaciones.;No se conoce;Bibliografía: Munibe 1989. nº 41.;;Arano - Goizueta;Croquis;0397_DIB_445.pdf;;;;;;;;;;;;;;
398;IENGO ATAKA;5;Crómlech (3);Goizueta;En el collado posterior al Loizate, dirección Mindiribil.;"Goizueta
Hoja cartográfica 90-1";;598710;4779710;970;43.1637068284502,-1.78573578946896;lunes, 5 de octubre de 2443;L.Del Barrio y Tx. Ugalde;"1.- Crómlech. Deformado. Diámetro NS - EW de 2,4 m., 5 testigos con forma de bloque, destacando 3 con alturas entre 0,35 y 0,15 m.,  el resto a nivel del terrreno.
2.- Crómlech. Deformado. Diámetro NS de 2,5 m. y EW de 2 m., 5 testigos con forma de bloques, destacando 3 con alturas entre 0,35 y 0,15 m.,  el resto a nivel del terrreno.
3.- Crómlech. Deformado. Diámetro NS de3 m. y EW de 3,5 m., 7 testigos con forma de bloque que apenas afloran del terreno. 
Un bloque aflora en el centro de la estructura.
Materiales: pizarra y cuarcitas del terreno.";No se conoce;"En principio, Luis Del Barrio aplicó al conjunto el topónimo que encabeza la ficha, que es el mismo que aparece en el hito señalizador. Posteriormente ha aparecido publicado con el topónimo de Irango Ataka.

Bibliografía: Munibe 1989. nº 41.";;Arano - Goizueta;Croquis;0398_DIB_446.pdf;;;;;;;;;;;;;;
